Index,Lang,Field,ChangeType,Original,Patched
17,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Nature:
- Nut (Övrigt) – format: 100x100cm40x120cm40x180cm430x120cm440x120cm45x90cm560x60cm60x120cm60x60cm80x80cm860x60cm90x90cm- Nut Doga (Övrigt) – format: … Vill du se fler?","Följande färger finns i Nature:
- Nut (Övrigt) – format: 100x100 cm40x120 cm40x180 cm430x120 cm440x120 cm45x90 cm560x60 cm60x120 cm60x60 cm80x80 cm860x60 cm90x90 cm- Nut Doga (Övrigt) – format: … Vill du se fler?"
17,EN,answer_en,TRUNCATED,"The following colors are available in Nature:
- Nut (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga … Would you like to see more?","The following colors are available in Nature:
- Nut (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga … Vill du se fler?"
17,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Nature:
- Nut (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga … Vill du se fler?","The following colors are available in Nature:
- Nut (Other) – format: 100x100 cm, 40x120 cm, 40x180 cm, 430x120 cm, 440x120 cm, 45x90 cm, 560x60 cm, 60x120 cm, 60x60 cm, 80x80 cm, 860x60 cm, 90x90 cm
- Nut Doga … Vill du se fler?"
17,EN,answer_full_en,TRUNCATED,"The following colors are available in Nature:
- Nut (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Oak (Brown) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Oak Doga (Brown) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm","The following colors are available in Nature:
- Nut (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga … Vill du se fler?"
17,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Nature:
- Nut (Other) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga … Vill du se fler?","The following colors are available in Nature:
- Nut (Other) – format: 100x100 cm, 40x120 cm, 40x180 cm, 430x120 cm, 440x120 cm, 45x90 cm, 560x60 cm, 60x120 cm, 60x60 cm, 80x80 cm, 860x60 cm, 90x90 cm
- Nut Doga … Vill du se fler?"
17,DA,answer_da,TRUNCATED,"Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Øvrigt) – … Vil du se flere?","Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Øvrigt) – … … Vill du se fler?"
17,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Øvrigt) – … … Vill du se fler?","Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100 cm, 40x120 cm, 40x180 cm, 430x120 cm, 440x120 cm, 45x90 cm, 560x60 cm, 60x120 cm, 60x60 cm, 80x80 cm, 860x60 cm, 90x90 cm
- Nut Doga (Øvrigt) – … … Vill du se fler?"
17,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Oak (Brun) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Oak Doga (Brun) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm","Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Øvrigt) – … Vill du se fler?"
17,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Øvrigt) – … Vill du se fler?","Følgende farver findes i Nature:
- Nut (Øvrigt) – format: 100x100 cm, 40x120 cm, 40x180 cm, 430x120 cm, 440x120 cm, 45x90 cm, 560x60 cm, 60x120 cm, 60x60 cm, 80x80 cm, 860x60 cm, 90x90 cm
- Nut Doga (Øvrigt) – … Vill du se fler?"
17,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut … Möchten Sie mehr sehen?","Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut … Vill du se fler?"
17,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut … Vill du se fler?","Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100 cm, 40x120 cm, 40x180 cm, 430x120 cm, 440x120 cm, 45x90 cm, 560x60 cm, 60x120 cm, 60x60 cm, 80x80 cm, 860x60 cm, 90x90 cm
- Nut … Vill du se fler?"
17,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut Doga (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Oak (Braun) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Oak Doga (Braun) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm","Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut … Vill du se fler?"
17,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100cm, 40x120cm, 40x180cm, 430x120cm, 440x120cm, 45x90cm, 560x60cm, 60x120cm, 60x60cm, 80x80cm, 860x60cm, 90x90cm
- Nut … Vill du se fler?","Die folgenden Farben sind in Nature erhältlich:
- Nut (Sonstiges) – Format: 100x100 cm, 40x120 cm, 40x180 cm, 430x120 cm, 440x120 cm, 45x90 cm, 560x60 cm, 60x120 cm, 60x60 cm, 80x80 cm, 860x60 cm, 90x90 cm
- Nut … Vill du se fler?"
18,SE,answer_full_se,TRUNCATED,"Följande färger finns i Nordique:
- Evo Greyge (Grå) – format: 430x120cm- Evo Gris Fonce (Övrigt) – format: 430x120cm- Evo Gris Fonce (kopia) (Övrigt) – format: 430x120cm- Evo Noir (Övrigt) – format: 430x120cm","Följande färger finns i Nordique:
- Evo Greyge (Grå) – format: 430x120cm- Evo Gris Fonce (Övrigt) – format: 430x120cm- Evo Gris Fonce (kopia) (Övrigt) – format: 430x120cm- Evo Noir (Övrigt) – format: … Vill du se fler?"
18,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Nordique:
- Evo Greyge (Grå) – format: 430x120cm- Evo Gris Fonce (Övrigt) – format: 430x120cm- Evo Gris Fonce (kopia) (Övrigt) – format: 430x120cm- Evo Noir (Övrigt) – format: … Vill du se fler?","Följande färger finns i Nordique:
- Evo Greyge (Grå) – format: 430x120 cm- Evo Gris Fonce (Övrigt) – format: 430x120 cm- Evo Gris Fonce (kopia) (Övrigt) – format: 430x120 cm- Evo Noir (Övrigt) – format: … Vill du se fler?"
18,EN,answer_en,TRUNCATED,"The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120cm
- Evo Gris Fonce (Other) – size: 430x120cm
- Evo Gris Fonce (copy) (Other) – size: 430x120cm
- Evo Noir (Other) – … Would you like to see more?","The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120cm
- Evo Gris Fonce (Other) – size: 430x120cm
- Evo Gris Fonce (copy) (Other) – size: 430x120cm
- Evo Noir (Other) – … Vill du se fler?"
18,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120cm
- Evo Gris Fonce (Other) – size: 430x120cm
- Evo Gris Fonce (copy) (Other) – size: 430x120cm
- Evo Noir (Other) – … Vill du se fler?","The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120 cm
- Evo Gris Fonce (Other) – size: 430x120 cm
- Evo Gris Fonce (copy) (Other) – size: 430x120 cm
- Evo Noir (Other) – … Vill du se fler?"
18,EN,answer_full_en,TRUNCATED,"The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120cm
- Evo Gris Fonce (Other) – size: 430x120cm
- Evo Gris Fonce (copy) (Other) – size: 430x120cm
- Evo Noir (Other) – size: 430x120cm","The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120cm
- Evo Gris Fonce (Other) – size: 430x120cm
- Evo Gris Fonce (copy) (Other) – size: 430x120cm
- Evo Noir (Other) – … Vill du se fler?"
18,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120cm
- Evo Gris Fonce (Other) – size: 430x120cm
- Evo Gris Fonce (copy) (Other) – size: 430x120cm
- Evo Noir (Other) – … Vill du se fler?","The following colors are available in Nordique:
- Evo Greyge (Gray) – size: 430x120 cm
- Evo Gris Fonce (Other) – size: 430x120 cm
- Evo Gris Fonce (copy) (Other) – size: 430x120 cm
- Evo Noir (Other) – … Vill du se fler?"
18,DA,answer_da,TRUNCATED,"Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120cm
- Evo Gris Fonce (Øvrigt) – format: 430x120cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120cm
- Evo Noir (Øvrigt) – … Vil du se flere?","Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120cm
- Evo Gris Fonce (Øvrigt) – format: 430x120cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120cm
- Evo Noir (Øvrigt) – … … Vill du se fler?"
18,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120cm
- Evo Gris Fonce (Øvrigt) – format: 430x120cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120cm
- Evo Noir (Øvrigt) – … … Vill du se fler?","Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120 cm
- Evo Gris Fonce (Øvrigt) – format: 430x120 cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120 cm
- Evo Noir (Øvrigt) – … … Vill du se fler?"
18,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120cm
- Evo Gris Fonce (Øvrigt) – format: 430x120cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120cm
- Evo Noir (Øvrigt) – format: 430x120cm","Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120cm
- Evo Gris Fonce (Øvrigt) – format: 430x120cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120cm
- Evo Noir (Øvrigt) – … Vill du se fler?"
18,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120cm
- Evo Gris Fonce (Øvrigt) – format: 430x120cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120cm
- Evo Noir (Øvrigt) – … Vill du se fler?","Følgende farver findes i Nordique:
- Evo Greyge (Grå) – format: 430x120 cm
- Evo Gris Fonce (Øvrigt) – format: 430x120 cm
- Evo Gris Fonce (kopi) (Øvrigt) – format: 430x120 cm
- Evo Noir (Øvrigt) – … Vill du se fler?"
18,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120cm
- … Möchten Sie mehr sehen?","Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120cm
- … … Vill du se fler?"
18,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120cm
- … … Vill du se fler?","Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120 cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120 cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120 cm
- … … Vill du se fler?"
18,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120cm
- Evo Noir (Sonstiges) – Format: 430x120cm","Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120cm
- … Vill du se fler?"
18,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120cm
- … Vill du se fler?","Die folgenden Farben sind in Nordique erhältlich:
- Evo Greyge (Grau) – Format: 430x120 cm
- Evo Gris Fonce (Sonstiges) – Format: 430x120 cm
- Evo Gris Fonce (Kopie) (Sonstiges) – Format: 430x120 cm
- … Vill du se fler?"
19,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Quartz erhältlich:
- Antrazit (Antracitgrau) – Format: 430x120
- Diaspro (Sonstiges) – Format: 430x120
- Madera (Sonstiges) – Format: 430x120
- Prasio (Sonstiges) – … Möchten Sie mehr sehen?","Die folgenden Farben sind in Quartz erhältlich:
- Antrazit (Antracitgrau) – Format: 430x120
- Diaspro (Sonstiges) – Format: 430x120
- Madera (Sonstiges) – Format: 430x120
- Prasio (Sonstiges) – … … Vill du se fler?"
19,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Quartz erhältlich:
- Antrazit (Antracitgrau) – Format: 430x120
- Diaspro (Sonstiges) – Format: 430x120
- Madera (Sonstiges) – Format: 430x120
- Prasio (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Quartz erhältlich:
- Antrazit (Antracitgrau) – Format: 430x120
- Diaspro (Sonstiges) – Format: 430x120
- Madera (Sonstiges) – Format: 430x120
- Prasio (Sonstiges) – … Vill du se fler?"
23,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Stone erhältlich:
- Landstone (Sonstiges) – Format: 430x120
- Nightstone (Sonstiges) – Format: 430x120
- Silverstone (Grau) – Format: 430x120
- Sunstone (Sonstiges) – … Möchten Sie mehr sehen?","Die folgenden Farben sind in Stone erhältlich:
- Landstone (Sonstiges) – Format: 430x120
- Nightstone (Sonstiges) – Format: 430x120
- Silverstone (Grau) – Format: 430x120
- Sunstone (Sonstiges) – … … Vill du se fler?"
23,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Stone erhältlich:
- Landstone (Sonstiges) – Format: 430x120
- Nightstone (Sonstiges) – Format: 430x120
- Silverstone (Grau) – Format: 430x120
- Sunstone (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Stone erhältlich:
- Landstone (Sonstiges) – Format: 430x120
- Nightstone (Sonstiges) – Format: 430x120
- Silverstone (Grau) – Format: 430x120
- Sunstone (Sonstiges) – … Vill du se fler?"
26,SE,answer_full_se,TRUNCATED,"Följande färger finns i Trentino:
- Avana (Övrigt) – format: 430x120cm- Canapa (Övrigt) – format: 430x120cm- Lino (Övrigt) – format: 430x120cm- Moro (Övrigt) – format: 430x120cm- Tabacco (Övrigt) – format: 430x120cm","Följande färger finns i Trentino:
- Avana (Övrigt) – format: 430x120cm- Canapa (Övrigt) – format: 430x120cm- Lino (Övrigt) – format: 430x120cm- Moro (Övrigt) – format: 430x120cm- Tabacco (Övrigt) – … Vill du se fler?"
26,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Trentino:
- Avana (Övrigt) – format: 430x120cm- Canapa (Övrigt) – format: 430x120cm- Lino (Övrigt) – format: 430x120cm- Moro (Övrigt) – format: 430x120cm- Tabacco (Övrigt) – … Vill du se fler?","Följande färger finns i Trentino:
- Avana (Övrigt) – format: 430x120 cm- Canapa (Övrigt) – format: 430x120 cm- Lino (Övrigt) – format: 430x120 cm- Moro (Övrigt) – format: 430x120 cm- Tabacco (Övrigt) – … Vill du se fler?"
26,EN,answer_en,TRUNCATED,"The following colors are available in Trentino:
- Avana (Other) – size: 430x120cm
- Canapa (Other) – size: 430x120cm
- Lino (Other) – size: 430x120cm
- Moro (Other) – size: 430x120cm
- Tabacco … Would you like to see more?","The following colors are available in Trentino:
- Avana (Other) – size: 430x120cm
- Canapa (Other) – size: 430x120cm
- Lino (Other) – size: 430x120cm
- Moro (Other) – size: 430x120cm
- Tabacco … … Vill du se fler?"
26,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Trentino:
- Avana (Other) – size: 430x120cm
- Canapa (Other) – size: 430x120cm
- Lino (Other) – size: 430x120cm
- Moro (Other) – size: 430x120cm
- Tabacco … … Vill du se fler?","The following colors are available in Trentino:
- Avana (Other) – size: 430x120 cm
- Canapa (Other) – size: 430x120 cm
- Lino (Other) – size: 430x120 cm
- Moro (Other) – size: 430x120 cm
- Tabacco … … Vill du se fler?"
26,EN,answer_full_en,TRUNCATED,"The following colors are available in Trentino:
- Avana (Other) – size: 430x120cm
- Canapa (Other) – size: 430x120cm
- Lino (Other) – size: 430x120cm
- Moro (Other) – size: 430x120cm
- Tabacco (Other) – size: 430x120cm","The following colors are available in Trentino:
- Avana (Other) – size: 430x120cm
- Canapa (Other) – size: 430x120cm
- Lino (Other) – size: 430x120cm
- Moro (Other) – size: 430x120cm
- Tabacco … Vill du se fler?"
26,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Trentino:
- Avana (Other) – size: 430x120cm
- Canapa (Other) – size: 430x120cm
- Lino (Other) – size: 430x120cm
- Moro (Other) – size: 430x120cm
- Tabacco … Vill du se fler?","The following colors are available in Trentino:
- Avana (Other) – size: 430x120 cm
- Canapa (Other) – size: 430x120 cm
- Lino (Other) – size: 430x120 cm
- Moro (Other) – size: 430x120 cm
- Tabacco … Vill du se fler?"
26,DA,answer_da,TRUNCATED,"Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120cm
- Canapa (Andet) – format: 430x120cm
- Lino (Andet) – format: 430x120cm
- Moro (Andet) – format: 430x120cm
- Tabacco (Andet) – … Vil du se flere?","Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120cm
- Canapa (Andet) – format: 430x120cm
- Lino (Andet) – format: 430x120cm
- Moro (Andet) – format: 430x120cm
- Tabacco (Andet) – … … Vill du se fler?"
26,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120cm
- Canapa (Andet) – format: 430x120cm
- Lino (Andet) – format: 430x120cm
- Moro (Andet) – format: 430x120cm
- Tabacco (Andet) – … … Vill du se fler?","Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120 cm
- Canapa (Andet) – format: 430x120 cm
- Lino (Andet) – format: 430x120 cm
- Moro (Andet) – format: 430x120 cm
- Tabacco (Andet) – … … Vill du se fler?"
26,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120cm
- Canapa (Andet) – format: 430x120cm
- Lino (Andet) – format: 430x120cm
- Moro (Andet) – format: 430x120cm
- Tabacco (Andet) – format: 430x120cm","Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120cm
- Canapa (Andet) – format: 430x120cm
- Lino (Andet) – format: 430x120cm
- Moro (Andet) – format: 430x120cm
- Tabacco (Andet) – … Vill du se fler?"
26,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120cm
- Canapa (Andet) – format: 430x120cm
- Lino (Andet) – format: 430x120cm
- Moro (Andet) – format: 430x120cm
- Tabacco (Andet) – … Vill du se fler?","Følgende farver findes i Trentino:
- Avana (Andet) – format: 430x120 cm
- Canapa (Andet) – format: 430x120 cm
- Lino (Andet) – format: 430x120 cm
- Moro (Andet) – format: 430x120 cm
- Tabacco (Andet) – … Vill du se fler?"
26,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120cm
- Canapa (Sonstiges) – Format: 430x120cm
- Lino (Sonstiges) – Format: 430x120cm
- Moro (Sonstiges) – Format: … Möchten Sie mehr sehen?","Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120cm
- Canapa (Sonstiges) – Format: 430x120cm
- Lino (Sonstiges) – Format: 430x120cm
- Moro (Sonstiges) – Format: … Vill du se fler?"
26,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120cm
- Canapa (Sonstiges) – Format: 430x120cm
- Lino (Sonstiges) – Format: 430x120cm
- Moro (Sonstiges) – Format: … Vill du se fler?","Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120 cm
- Canapa (Sonstiges) – Format: 430x120 cm
- Lino (Sonstiges) – Format: 430x120 cm
- Moro (Sonstiges) – Format: … Vill du se fler?"
26,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120cm
- Canapa (Sonstiges) – Format: 430x120cm
- Lino (Sonstiges) – Format: 430x120cm
- Moro (Sonstiges) – Format: 430x120cm
- Tabacco (Sonstiges) – Format: 430x120cm","Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120cm
- Canapa (Sonstiges) – Format: 430x120cm
- Lino (Sonstiges) – Format: 430x120cm
- Moro (Sonstiges) – Format: … Vill du se fler?"
26,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120cm
- Canapa (Sonstiges) – Format: 430x120cm
- Lino (Sonstiges) – Format: 430x120cm
- Moro (Sonstiges) – Format: … Vill du se fler?","Die folgenden Farben sind in Trentino erhältlich:
- Avana (Sonstiges) – Format: 430x120 cm
- Canapa (Sonstiges) – Format: 430x120 cm
- Lino (Sonstiges) – Format: 430x120 cm
- Moro (Sonstiges) – Format: … Vill du se fler?"
100,DE,answer_de,TRUNCATED,"Plattor levereras staplade och skyddade på pall. Antal per pall framgår av produktblad.

Fliesen werden gestapelt und geschützt auf einer Palette geliefert. Die Anzahl pro Palette entnehmen Sie bitte … Möchten Sie mehr sehen?","Plattor levereras staplade och skyddade på pall. Antal per pall framgår av produktblad.

Fliesen werden gestapelt und geschützt auf einer Palette geliefert. Die Anzahl pro Palette entnehmen Sie bitte … Vill du se fler?"
100,DE,answer_full_de,TRUNCATED,"Plattor levereras staplade och skyddade på pall. Antal per pall framgår av produktblad.

Fliesen werden gestapelt und geschützt auf einer Palette geliefert. Die Anzahl pro Palette entnehmen Sie bitte dem Produktdatenblatt.","Plattor levereras staplade och skyddade på pall. Antal per pall framgår av produktblad.

Fliesen werden gestapelt und geschützt auf einer Palette geliefert. Die Anzahl pro Palette entnehmen Sie bitte … Vill du se fler?"
200,DE,answer_de,TRUNCATED,"Wir bieten mehrere verschiedene Standardformate in 20 mm Dicke an. Beispiele: 60x60, 80x80, 90x90, 60x120, 40x120, 100x100 und weitere. Kontaktieren Sie uns, wenn Sie die gesamte Liste einsehen … Möchten Sie mehr sehen?","Wir bieten mehrere verschiedene Standardformate in 20 mm Dicke an. Beispiele: 60x60, 80x80, 90x90, 60x120, 40x120, 100x100 und weitere. Kontaktieren Sie uns, wenn Sie die gesamte Liste einsehen … … Vill du se fler?"
200,DE,answer_full_de,TRUNCATED,"Wir bieten mehrere verschiedene Standardformate in 20 mm Dicke an. Beispiele: 60x60, 80x80, 90x90, 60x120, 40x120, 100x100 und weitere. Kontaktieren Sie uns, wenn Sie die gesamte Liste einsehen möchten.","Wir bieten mehrere verschiedene Standardformate in 20 mm Dicke an. Beispiele: 60x60, 80x80, 90x90, 60x120, 40x120, 100x100 und weitere. Kontaktieren Sie uns, wenn Sie die gesamte Liste einsehen … Vill du se fler?"
